aso,brand,capacity,color,fuel_type,horse_power,is_used,mileage,no_accidents,number_of_doors,origin_country,price,transmission,type,year
None,Skoda,999,Czerwony,Benzyna,95,True,110000,None,5,None,37400,Manualna,None,2017
None,Audi,1968,Granatowy,Diesel,190,True,205000,None,5,None,87999,Automatyczna,None,2016
True,Renault,None,Inny kolor,Elektryczny,82,True,21596,None,5,Niemcy,61900,Automatyczna,None,2020
None,Fiat,None,Błękitny,Elektryczny,118,True,9474,None,3,None,69900,Automatyczna,None,2021
None,Mazda,1499,Inny kolor,Diesel,105,True,146800,None,5,None,42500,Manualna,None,2017
None,Suzuki,1568,Czarny,Benzyna,136,True,136000,None,3,None,31900,Manualna,None,2012
None,Tesla,None,Biały,Elektryczny,512,True,2887,None,5,None,149500,Automatyczna,None,2022
None,Citroën,1124,Żółty,Benzyna,60,True,187000,None,3,Niemcy,5399,Manualna,None,2007
True,Volvo,1969,Szary,Diesel,150,True,129872,True,5,Belgia,87500,Manualna,None,2017
None,Fiat,None,Biały,Elektryczny,118,True,5580,None,3,None,69900,Automatyczna,None,2022
True,Mercedes-Benz,2999,Czarny,Benzyna,367,True,21000,None,5,Stany Zjednoczone,365000,Automatyczna,None,2021
None,Volvo,1984,Szary,Diesel,163,True,331750,None,5,None,56900,Manualna,None,2012
None,Fiat,None,Czarny,Elektryczny,118,True,17059,None,3,Niemcy,69900,Automatyczna,None,2021
None,Peugeot,1997,Czarny,Diesel,130,True,109082,True,5,Polska,100700,Manualna,None,2018
None,Kia,1598,Biały,Diesel,136,True,190000,None,5,Niemcy,39900,Manualna,None,2017
None,Kia,1396,Biały,Benzyna,90,True,115456,None,3,Austria,10900,Manualna,None,2011
True,Skoda,1598,Szary,Diesel,115,True,150000,True,5,Polska,79900,Manualna,None,2018
True,Hyundai,1598,Czarny,Benzyna,150,True,38000,True,5,Polska,110800,Manualna,None,2021
None,Opel,1364,Biały,Benzyna,140,True,68500,None,5,None,51900,Manualna,None,2016
None,BMW,1995,Granatowy,Diesel,143,True,202400,True,5,Belgia,36500,Manualna,None,2014
None,Skoda,1200,Srebrny,Benzyna,90,True,159000,True,6,None,30900,Manualna,None,2014
True,Hyundai,1685,Brązowy,Diesel,141,True,155000,True,5,Polska,79900,Automatyczna,None,2016
None,Opel,1598,Srebrny,Benzyna+LPG,115,True,200000,True,5,None,26400,Manualna,None,2010
None,Mercedes-Benz,3200,Srebrny,Diesel,204,True,360000,None,5,None,35000,Automatyczna,None,2005
True,BMW,1499,Pomarańczowy,Hybryda,136,True,4500,True,5,Polska,289900,Automatyczna,None,2023
True,Renault,1598,Czerwony,Benzyna,115,True,80500,True,5,Polska,51500,Manualna,None,2017
True,Audi,1968,Szary,Diesel,143,True,197000,None,5,Dania,49900,Manualna,None,2013
None,Hyundai,1591,Złoty,Benzyna,132,True,115000,None,5,None,69900,Manualna,None,2017
True,Hyundai,1396,Bordowy,Benzyna,90,True,120000,True,5,Niemcy,32900,Manualna,None,2011
None,Chevrolet,1796,Szary,Benzyna+LPG,141,True,112000,None,5,None,41900,Manualna,None,2012
True,Citroën,None,Szary,Elektryczny,136,True,3205,None,5,Niemcy,99500,Automatyczna,None,2022
None,BMW,1995,Inny kolor,Diesel,190,True,219000,None,5,None,59000,Automatyczna,None,2015
None,Opel,1598,Szary,Benzyna,105,True,199600,None,5,None,8000,Manualna,None,2005
True,Skoda,1984,Niebieski,Benzyna,190,True,49500,True,5,Polska,144898,Automatyczna,None,2022
True,Chrysler,3600,Granatowy,Benzyna,299,True,41400,None,5,Stany Zjednoczone,95900,Automatyczna,None,2018
True,Audi,2967,Czarny,Diesel,286,True,147700,True,5,Polska,215000,Automatyczna,None,2019
True,Hyundai,1368,Brązowy,Benzyna,100,True,18000,True,5,Polska,53000,Manualna,None,2016
True,BMW,1998,Biały,Hybryda,184,True,15000,True,5,Polska,167000,Automatyczna,None,2021
None,Chrysler,3600,Złoty,Benzyna,291,True,119000,None,6,Stany Zjednoczone,102900,Automatyczna,None,2017
True,Mercedes-Benz,1992,Granatowy,Diesel,265,True,38000,True,4,Polska,329000,Automatyczna,None,2022
True,BMW,2993,Czarny,Diesel,340,True,9000,True,5,Polska,355900,Automatyczna,None,2023
None,Mercedes-Benz,1991,Czarny,Benzyna,381,True,94900,None,5,Szwajcaria,129000,Automatyczna,None,2016
None,Jeep,5654,Bordowy,Benzyna,352,True,185000,None,5,None,67650,Automatyczna,None,2012
True,Toyota,998,Biały,Benzyna,69,True,74000,True,5,Polska,36900,Manualna,None,2017
None,Volkswagen,1968,Granatowy,Diesel,140,True,196408,None,5,Niemcy,40900,Manualna,None,2013
True,Audi,2967,Czarny,Diesel,286,True,112000,True,5,Niemcy,192999,Automatyczna,None,2019
None,Volvo,1998,Szary,Diesel,136,True,179000,None,4,None,20900,Manualna,None,2008
True,Alfa Romeo,1598,Czarny,Benzyna,105,True,139000,True,5,Niemcy,10900,Manualna,None,2011
True,Porsche,2981,Czerwony,Benzyna,450,True,42690,True,2,Niemcy,650000,Automatyczna,None,2019
None,Fiat,1242,Biały,Benzyna,60,True,179000,None,5,None,9700,Manualna,None,2009
True,Mazda,2184,Srebrny,Diesel,185,True,168500,None,5,Niemcy,24900,Manualna,None,2010
True,Peugeot,1598,Biały,Hybryda,180,True,62000,None,5,Polska,135000,Automatyczna,None,2020
None,Peugeot,1560,Srebrny,Diesel,90,True,138000,None,5,None,29900,Manualna,None,2010
True,Toyota,1798,Beżowy,Benzyna,147,True,125100,True,5,Estonia,78900,Automatyczna,None,2017
None,BMW,None,Niebieski,Elektryczny,313,False,5,True,5,None,289600,Automatyczna,None,2023
True,BMW,1995,Czarny,Diesel,190,True,190000,None,4,Niemcy,104900,Automatyczna,None,2017
None,Volkswagen,1968,Żółty,Diesel,140,True,554000,None,5,None,9900,Automatyczna,None,2008
True,Audi,2967,Czarny,Diesel,204,True,259000,True,5,Holandia,57900,Automatyczna,None,2013
None,Kia,1396,Granatowy,Benzyna,109,True,211000,None,5,Niemcy,5999,Manualna,None,2007
None,Opel,1364,Szary,Benzyna,140,True,144000,True,5,None,45000,Manualna,None,2014
None,Audi,1968,Czarny,Diesel,190,True,113500,None,4,None,129700,Automatyczna,None,2017
None,Alfa Romeo,1742,Srebrny,Benzyna,235,True,131500,None,5,None,37500,Manualna,None,2011
None,Peugeot,1499,Szary,Diesel,110,True,21500,None,5,Francja,89500,Manualna,None,2022
None,BMW,2993,Szary,Diesel,313,True,255000,None,5,Francja,82000,Automatyczna,None,2013
None,Mercedes-Benz,1991,Czarny,Benzyna,381,True,80000,None,4,None,159000,Automatyczna,None,2018
None,Audi,1781,Czarny,Benzyna,163,True,260000,None,4,None,22900,Manualna,None,2006
True,BMW,2993,Granatowy,Diesel,265,True,122602,True,5,None,178350,Automatyczna,None,2018
None,Skoda,1999,Czarny,Diesel,170,True,319457,None,5,None,21500,Manualna,None,2007
None,Mazda,1242,Czarny,Benzyna,75,True,132170,None,5,None,6500,Manualna,None,2005
None,BMW,2993,Szary,Diesel,313,True,264186,True,5,Polska,103000,Automatyczna,None,2014
True,Citroën,1598,Szary,Benzyna,156,True,177287,True,5,Polska,46500,Manualna,None,2014
True,Audi,2967,Czarny,Diesel,286,True,82855,True,4,Niemcy,295000,Automatyczna,None,2017
None,BMW,1997,Biały,Benzyna,245,True,145000,None,4,Stany Zjednoczone,57000,Automatyczna,None,2013
True,Volvo,1498,Srebrny,Benzyna,152,True,58000,True,5,Polska,95900,Automatyczna,None,2019
True,Volvo,1969,Inny kolor,Benzyna,320,True,108000,None,5,None,129500,Automatyczna,None,2018
None,Opel,1686,Srebrny,Diesel,125,True,156000,None,5,None,25900,Manualna,None,2012
None,BMW,1995,Czarny,Diesel,143,True,286000,True,5,Polska,38000,Manualna,None,2012
None,Skoda,1968,Czarny,Diesel,170,True,259000,True,5,Niemcy,33999,Manualna,None,2010
None,Volkswagen,1896,Złoty,Diesel,75,True,264000,None,5,None,8800,Manualna,None,2005
True,Volkswagen,1896,Szary,Diesel,105,True,226000,True,4,Polska,12700,Manualna,None,2007
None,Mercedes-Benz,1991,Biały,Benzyna,245,True,134000,None,5,None,142500,Automatyczna,None,2017
True,BMW,2993,Szary,Diesel,306,True,130000,True,5,Polska,86000,Automatyczna,None,2012
True,Ford,1596,Szary,Benzyna,150,True,159000,True,5,Niemcy,27999,Manualna,None,2011
None,Seat,1498,Szary,Benzyna,150,False,1,True,5,None,141275,Automatyczna,None,2023
True,BMW,1995,Granatowy,Diesel,190,True,224112,None,5,Szwajcaria,81600,Automatyczna,None,2015
None,Skoda,1968,Brązowy,Diesel,170,True,279000,None,5,None,33900,Manualna,None,2010
True,Audi,2967,Biały,Diesel,286,True,135000,None,5,Polska,259999,Automatyczna,None,2019
None,BMW,2993,Inny kolor,Diesel,313,True,104000,None,5,None,139999,Automatyczna,None,2014
None,BMW,1997,Granatowy,Benzyna,245,True,240000,None,5,Niemcy,52999,Automatyczna,None,2012
None,Volvo,2953,Brązowy,Benzyna,285,True,308000,None,4,Stany Zjednoczone,46900,Automatyczna,None,2010
None,Land Rover,1999,Biały,Diesel,150,True,99000,None,5,None,80900,Manualna,None,2016
True,Toyota,1998,Szary,Diesel,126,True,160000,True,5,None,22600,Manualna,None,2009
None,MINI,1998,Biały,Benzyna,178,False,5,True,6,Polska,177600,Automatyczna,None,2023
True,Toyota,1329,Biały,Benzyna,99,True,72155,True,4,Polska,55000,Manualna,None,2017
None,Nissan,1997,Czarny,Benzyna,141,True,159000,None,5,None,14999,Manualna,None,2010
None,Volkswagen,1968,Beżowy,Diesel,122,False,10,True,5,None,187586,Manualna,None,2023
True,Lexus,3456,Niebieski,Hybryda,263,True,41232,True,5,Polska,284900,Automatyczna,None,2020
None,Mercedes-Benz,1332,Czerwony,Benzyna,163,True,49830,None,4,None,113000,Automatyczna,None,2018
True,Audi,1968,Biały,Diesel,150,True,271000,True,5,Holandia,59999,Manualna,None,2016
True,BMW,1997,Szary,Benzyna,245,True,180000,True,5,None,49900,Automatyczna,None,2012
None,Mercedes-Benz,1595,Czarny,Benzyna,122,True,195221,None,5,None,42800,Manualna,None,2014
None,Audi,1968,Biały,Diesel,204,False,5,True,5,Polska,245300,Automatyczna,None,2023
None,Volkswagen,1968,Czarny,Diesel,140,True,275000,True,4,Niemcy,37000,Automatyczna,None,2012
True,Toyota,998,Biały,Benzyna+LPG,69,True,136000,True,5,Polska,33600,Manualna,None,2016
True,Lexus,1998,Biały,Benzyna,238,True,199000,True,5,Polska,119900,Automatyczna,None,2017
True,Citroën,1997,Czarny,Diesel,163,True,251000,True,5,Niemcy,32900,Automatyczna,None,2013
True,Mercedes-Benz,1991,Szary,Benzyna,381,True,73000,True,5,Szwajcaria,149000,Automatyczna,None,2017
True,Opel,1995,Czarny,Diesel,174,True,101836,None,5,Niemcy,94999,Automatyczna,None,2021
None,Renault,1333,Biały,Benzyna,130,True,90000,None,5,None,44900,Automatyczna,None,2019
True,Peugeot,1199,Bordowy,Benzyna,130,True,49379,True,5,Niemcy,58900,Manualna,None,2019
True,Volvo,1969,Granatowy,Benzyna,197,True,46000,True,5,Polska,166900,Automatyczna,None,2020
True,Mercedes-Benz,1595,Srebrny,Benzyna,122,True,124128,True,5,Niemcy,48700,Manualna,None,2013
True,Dacia,1199,Inny kolor,Benzyna,125,True,81500,True,5,Niemcy,52900,Manualna,None,2017
True,Lexus,1987,Biały,Benzyna,171,True,37380,True,5,Polska,119900,Automatyczna,None,2019
None,Citroën,1199,Bordowy,Benzyna,83,False,4,True,5,None,74900,Manualna,None,2023
True,Mercedes-Benz,2799,Srebrny,Benzyna,200,True,290000,True,4,None,27900,Automatyczna,None,1993
True,Land Rover,1999,Inny kolor,Diesel,240,True,122300,None,5,Włochy,186900,Automatyczna,None,2019
None,Dodge,5654,Bordowy,Benzyna,390,True,279884,None,4,None,47500,Automatyczna,None,2014
None,Mercedes-Benz,2987,Czarny,Diesel,231,True,384974,None,5,None,52500,Automatyczna,None,2010
None,BMW,1895,Czarny,Benzyna+LPG,118,True,252000,True,2,None,10000,Manualna,None,2001
None,Opel,1796,Granatowy,Benzyna,140,True,147600,True,5,Niemcy,25000,Manualna,None,2011
True,Renault,1197,Biały,Benzyna,118,True,56200,None,5,None,63000,Automatyczna,None,2018
True,Mercedes-Benz,1595,Srebrny,Benzyna,156,True,230000,True,5,Polska,65900,Automatyczna,None,2015
None,Dodge,1968,Czarny,Diesel,140,True,218000,None,5,None,14700,Manualna,None,2007
None,Kia,1582,Biały,Diesel,128,True,137000,None,5,None,30999,Manualna,None,2012
None,Suzuki,1328,Zielony,Benzyna,86,True,174000,True,3,Niemcy,23800,Manualna,None,2007
None,Nissan,1240,Szary,Benzyna,80,True,262000,None,5,None,4700,Manualna,None,2005
None,Volkswagen,2000,Zielony,Benzyna,50,True,100000,None,4,None,39900,Manualna,None,1976
None,Dodge,5654,Szary,Benzyna,390,True,8100,None,4,Stany Zjednoczone,229900,Automatyczna,None,2021
True,Hyundai,1248,Szary,Benzyna,78,True,185000,True,5,Niemcy,16800,Manualna,None,2011
None,Mitsubishi,2268,Czarny,Diesel,150,True,174000,True,5,Polska,51000,Automatyczna,None,2013
None,Volkswagen,1984,Czarny,Benzyna,300,True,47500,None,5,None,119999,Automatyczna,None,2019
None,Mercedes-Benz,1699,Srebrny,Benzyna,116,True,215000,None,5,None,15800,Manualna,None,2008
None,Renault,None,Biały,Elektryczny,92,True,45000,None,5,None,11500,Automatyczna,None,2019
True,BMW,2993,Czarny,Diesel,235,True,188000,True,5,Polska,75900,Automatyczna,None,2009
None,Toyota,1398,Biały,Benzyna,97,True,300000,None,5,None,17900,Manualna,None,2008
None,Ford,1242,Srebrny,Benzyna,75,True,116000,None,5,None,11300,Manualna,None,2007
True,Mazda,1499,Biały,Diesel,105,True,156000,True,5,Niemcy,48500,Manualna,None,2017
None,Mitsubishi,2268,Szary,Diesel,150,True,147500,None,5,None,54000,Manualna,None,2014
None,Audi,1984,Szary,Benzyna,211,True,128000,None,4,None,69000,Automatyczna,None,2013
None,BMW,4395,Czarny,Benzyna,408,True,240000,None,4,None,64999,Automatyczna,None,2010
True,Mercedes-Benz,2925,Czarny,Diesel,285,True,49000,True,5,None,440000,Automatyczna,None,2021
True,Renault,898,Czerwony,Benzyna,90,True,73860,True,5,Francja,44000,Manualna,None,2019
None,Audi,2967,Niebieski,Diesel,286,True,118500,None,5,None,39000,Automatyczna,None,2018
True,Renault,1197,Czarny,Benzyna,130,True,144000,True,5,Polska,51500,Manualna,None,2015
True,Opel,1398,Beżowy,Benzyna,100,True,212600,True,5,None,17800,Manualna,None,2010
True,Audi,1968,Biały,Diesel,204,True,99000,True,4,Polska,180000,Automatyczna,None,2021
None,Ford,1997,Szary,Diesel,150,True,253000,None,5,None,40590,Automatyczna,None,2015
None,Opel,1998,Czarny,Benzyna,175,True,248000,True,5,Niemcy,10300,Manualna,None,2004
True,Skoda,1598,Niebieski,Diesel,115,True,132390,True,5,None,64900,Automatyczna,None,2017
None,Mazda,1598,Niebieski,Benzyna,105,True,182700,None,5,None,9750,Manualna,None,2005
True,Audi,2967,Złoty,Diesel,240,True,216000,True,5,Polska,74999,Automatyczna,None,2009
None,Peugeot,1989,Czarny,Diesel,140,True,194000,None,5,None,11400,Manualna,None,2008
None,Mercedes-Benz,2143,Szary,Diesel,136,True,172000,None,5,Niemcy,54500,Manualna,None,2015
True,Toyota,1618,Biały,Benzyna,261,True,7800,True,3,Polska,159000,Manualna,None,2021
True,Audi,2967,Czarny,Diesel,231,True,107000,True,5,Polska,249690,Automatyczna,None,2018
True,Volkswagen,1498,Złoty,Benzyna,150,True,67440,True,5,Polska,86390,Automatyczna,None,2018
None,BMW,1995,Srebrny,Diesel,143,True,199000,None,4,None,49900,Automatyczna,None,2014
None,Cupra,1984,Biały,Benzyna,300,False,1,True,5,None,201000,Manualna,None,2023
True,Volkswagen,1968,Czarny,Diesel,140,True,203000,True,5,Niemcy,38900,Automatyczna,None,2011
None,Citroën,1560,Srebrny,Diesel,90,True,240000,None,5,None,18900,Manualna,None,2009
True,Renault,999,Biały,Benzyna,90,True,26604,True,5,None,56900,Manualna,None,2022
True,Ford,1596,Biały,Benzyna,125,True,160234,True,5,Francja,35900,Manualna,None,2012
True,Land Rover,1999,Biały,Diesel,204,True,22068,True,5,Polska,170000,Automatyczna,None,2020
True,Ford,1596,Bordowy,Benzyna,160,True,141000,True,5,Niemcy,28900,Manualna,None,2011
True,BMW,1995,Granatowy,Diesel,150,True,235000,True,5,Niemcy,30900,Manualna,None,2009
None,Volkswagen,1984,Niebieski,Benzyna,300,True,57000,None,5,None,169800,Automatyczna,None,2015
None,Toyota,4164,Szary,Diesel,204,True,376000,True,5,Holandia,89900,Manualna,None,2001
True,Skoda,1968,Brązowy,Diesel,150,True,93316,True,5,None,112100,Automatyczna,None,2019
None,Volvo,1984,Inny kolor,Diesel,136,True,238000,True,5,None,39900,Manualna,None,2013
None,Audi,1968,Granatowy,Diesel,190,True,174000,True,5,Belgia,64900,Automatyczna,None,2018
True,Fiat,1108,Biały,Benzyna,54,True,141000,True,3,None,2900,Manualna,None,2006
True,Jeep,1332,Biały,Benzyna,150,True,12793,True,5,Polska,79900,Automatyczna,None,2019
True,Volvo,1560,Granatowy,Diesel,115,True,150014,True,5,Belgia,43600,Manualna,None,2015
None,Audi,1968,Biały,Diesel,177,True,155200,True,5,Francja,64900,Automatyczna,None,2012
None,Seat,999,Biały,Benzyna,110,False,5,True,5,Polska,113100,Manualna,None,2023
True,Kia,1685,Czarny,Diesel,115,True,138000,True,5,Belgia,57900,Manualna,None,2014
None,Porsche,2981,Inny kolor,Benzyna,450,True,44000,None,2,None,615000,Automatyczna,None,2018
True,Skoda,1968,Czarny,Diesel,240,True,118708,True,5,None,148000,Automatyczna,None,2019
None,Seat,999,Szary,Benzyna,110,False,5,True,5,Polska,97900,Manualna,None,2023
True,Ford,999,Czarny,Benzyna,125,True,114000,None,5,Niemcy,37900,Manualna,None,2017
None,Volkswagen,1598,Szary,Diesel,120,True,228000,None,5,None,48800,Manualna,None,2015
True,Ford,1997,Szary,Diesel,150,True,142020,None,5,Niemcy,72300,Automatyczna,None,2017
True,Mercedes-Benz,1991,Czarny,Benzyna,381,True,123000,True,4,Niemcy,149999,Automatyczna,None,2016
True,Audi,1984,Niebieski,Benzyna,310,True,88400,True,5,Polska,120500,Automatyczna,None,2016
True,Renault,1618,Srebrny,Benzyna,150,True,159000,True,4,Polska,55000,Automatyczna,None,2015
True,Opel,1364,Zielony,Benzyna,140,True,178000,True,5,Niemcy,43900,Manualna,None,2015
None,Mazda,2488,Szary,Benzyna,192,True,62500,None,5,Stany Zjednoczone,45500,Automatyczna,None,2016
True,Citroën,1560,Srebrny,Diesel,92,True,214613,True,5,Niemcy,24900,Manualna,None,2014
None,Seat,1395,Czarny,Benzyna,125,True,138000,None,5,None,11900,Manualna,None,2009
None,Audi,1968,Biały,Diesel,150,True,70000,None,5,None,10500,Automatyczna,None,2017
None,Mercedes-Benz,3000,Srebrny,Diesel,80,True,223000,None,4,None,12900,Automatyczna,None,1979
True,Ford,1596,Czarny,Benzyna,105,True,199900,True,5,Niemcy,25900,Manualna,None,2011
True,Ford,1499,Czarny,Benzyna,150,True,132900,True,5,Polska,75900,Manualna,None,2017
True,Opel,1398,Biały,Benzyna+LPG,90,True,175000,True,5,Polska,33900,Manualna,None,2018
None,Audi,1968,Szary,Diesel,140,True,252283,None,5,Włochy,16900,Manualna,None,2006
None,Skoda,1498,Błękitny,Benzyna,150,True,222029,True,5,Polska,73900,Manualna,None,2020
None,Audi,1984,Szary,Benzyna,130,True,255273,None,5,Niemcy,16900,Manualna,None,2005
True,Peugeot,1560,Inny kolor,Diesel,109,True,249000,True,5,Niemcy,21900,Manualna,None,2010
None,Seat,1598,Szary,Diesel,105,True,175652,None,5,Niemcy,23999,Manualna,None,2011
None,Citroën,1398,Granatowy,Diesel,68,True,313000,True,5,Polska,5400,Manualna,None,2007
None,Skoda,999,Biały,Benzyna,75,True,62949,None,5,Niemcy,36900,Manualna,None,2018
True,BMW,1997,Szary,Benzyna,245,True,254274,True,4,Polska,57300,Automatyczna,None,2012
True,Nissan,1197,Inny kolor,Benzyna,115,True,152000,True,5,Niemcy,37900,Manualna,None,2014
None,Audi,1968,Czarny,Diesel,184,True,215000,None,5,None,107900,Automatyczna,None,2018
None,Toyota,998,Szary,Benzyna,69,True,290000,None,5,None,18400,Manualna,None,2012
None,Chevrolet,1229,Inny kolor,Benzyna,86,True,125800,None,5,None,19900,Manualna,None,2012
None,MINI,1598,Biały,Benzyna,190,True,78000,None,5,Francja,69955,Automatyczna,None,2015
None,Renault,1149,Błękitny,Benzyna+LPG,75,True,213500,None,5,None,21900,Manualna,None,2014
True,Nissan,1618,Biały,Benzyna,163,True,129000,True,5,Polska,77900,Manualna,None,2018
None,Ford,1753,Inny kolor,Diesel,125,True,401200,None,5,None,11900,Manualna,None,2006
None,Skoda,1968,Czarny,Diesel,150,True,229500,None,5,None,65000,Automatyczna,None,2016
True,MINI,1499,Biały,Hybryda,136,True,6500,None,5,Polska,149900,Automatyczna,None,2022
None,Opel,2000,Czarny,Diesel,170,True,228300,None,5,None,47500,Automatyczna,None,2016
None,Fiat,1242,Brązowy,Benzyna,60,True,136650,None,5,Niemcy,14500,Manualna,None,2010
None,Subaru,1998,Niebieski,Diesel,150,True,317000,True,5,Japonia,12900,Manualna,None,2009
None,Skoda,1598,Szary,Diesel,105,True,271310,True,5,Niemcy,19900,Manualna,None,2010
None,Seat,1968,Czarny,Diesel,143,True,288450,None,5,Niemcy,21900,Manualna,None,2011
None,Kia,1248,Czerwony,Benzyna,85,True,204000,None,5,None,25900,Manualna,None,2012
None,Opel,1598,Czarny,Benzyna,115,True,166000,None,5,None,12000,Manualna,None,2013
True,Chevrolet,1956,Czarny,Diesel,160,True,213000,None,4,Polska,32200,Manualna,None,2012
None,Audi,2967,Czarny,Diesel,240,True,290000,None,5,None,50000,Automatyczna,None,2008
True,BMW,1995,Czarny,Diesel,150,True,75000,None,4,None,125600,Automatyczna,None,2019
None,Mercedes-Benz,3996,Czarny,Diesel,306,True,274100,True,5,None,46740,Automatyczna,None,2009
True,Ford,1997,Czarny,Diesel,140,True,220000,True,5,Niemcy,31900,Manualna,None,2014
None,Dacia,999,Srebrny,Benzyna,100,True,27200,None,5,None,40500,Manualna,None,2021
True,Skoda,1498,Czarny,Benzyna,150,True,68500,None,5,Polska,79900,Automatyczna,None,2019
None,Volkswagen,1984,Srebrny,Benzyna,130,True,275554,True,5,None,4900,Manualna,None,2001
True,Peugeot,1560,Złoty,Diesel,115,True,169000,None,5,None,22999,Manualna,None,2015
True,Ford,1997,Czarny,Diesel,163,True,157742,True,5,Niemcy,71700,Automatyczna,None,2019
None,Nissan,1198,Biały,Benzyna,80,True,83000,None,5,Niemcy,32500,Manualna,None,2016
None,Polonez,1481,Biały,Benzyna,76,True,83625,True,5,Polska,79900,Manualna,None,1986
None,Toyota,1987,Biały,Benzyna,150,True,33750,None,5,None,88500,Automatyczna,None,2020
True,Ford,1560,Srebrny,Diesel,90,True,277000,True,5,Niemcy,8999,Manualna,None,2006
None,Ford,1997,Biały,Diesel,140,True,217000,None,5,None,35900,Manualna,None,2010
True,Nissan,1598,Szary,Diesel,130,True,188000,True,5,Niemcy,52900,Manualna,None,2015
True,Ford,2179,Czarny,Diesel,175,True,269000,True,5,Niemcy,19999,Manualna,None,2008
True,Ford,1998,Czarny,Diesel,140,True,209123,True,5,Niemcy,35900,Manualna,None,2011
None,Dodge,6417,Czerwony,Benzyna,492,True,106000,True,2,Stany Zjednoczone,139900,Automatyczna,None,2018
True,Mercedes-Benz,2034,Srebrny,Benzyna,136,True,230000,True,5,Niemcy,12999,Manualna,None,2005
None,Skoda,999,Szary,Benzyna,110,True,74514,None,5,Polska,53000,Automatyczna,None,2018
True,Audi,1984,Szary,Benzyna,310,True,35000,True,5,Polska,149000,Automatyczna,None,2017
True,Peugeot,1560,Szary,Diesel,99,True,121625,True,5,Polska,46900,Manualna,None,2018
None,Chevrolet,1993,Czarny,Benzyna+LPG,143,True,270000,True,4,Niemcy,15100,Manualna,None,2008
None,Opel,1248,Srebrny,Diesel,75,True,322000,None,5,None,8600,Manualna,None,2009
True,Skoda,999,Biały,Benzyna,110,True,42546,True,5,Polska,84000,Manualna,None,2021
None,Audi,2967,Biały,Diesel,204,True,320000,True,5,Niemcy,43700,Automatyczna,None,2012
None,RAM,5654,Czerwony,Benzyna,399,True,73000,True,4,Polska,247000,Automatyczna,None,2020
True,Dacia,1598,Srebrny,Benzyna+LPG,84,True,178000,True,5,Polska,26900,Manualna,None,2014
None,Opel,1910,Srebrny,Diesel,120,True,356885,None,3,None,10900,Manualna,None,2005
True,Skoda,1968,Czarny,Diesel,184,True,220000,True,5,Niemcy,52900,Automatyczna,None,2013
True,Ford,998,Szary,Benzyna,125,True,128342,True,5,Francja,31500,Manualna,None,2013
None,Renault,1998,Czarny,Benzyna+LPG,136,True,242000,None,5,Francja,5900,Manualna,None,2003
True,Mercedes-Benz,1796,Szary,Benzyna,184,True,149000,True,5,Niemcy,36900,Manualna,None,2010
None,Mercedes-Benz,1595,Czarny,Benzyna,122,True,115000,None,5,None,73000,Automatyczna,None,2017
True,Skoda,1598,Niebieski,Diesel,115,True,213300,True,5,None,63900,Manualna,None,2018
None,Volkswagen,2000,Czerwony,Benzyna,115,True,228000,None,5,None,36500,Manualna,None,2005
None,Smart,999,Szary,Benzyna,71,True,99682,True,5,Kanada,32000,Automatyczna,None,2012
None,Ford,1560,Niebieski,Diesel,115,True,168000,True,5,Niemcy,28500,Manualna,None,2011
None,BMW,2993,Inny kolor,Diesel,245,True,157840,True,5,None,70900,Automatyczna,None,2010
True,Mercedes-Benz,2925,Czarny,Diesel,330,True,115000,True,5,Polska,420000,Automatyczna,None,2021
True,BMW,2993,Czarny,Diesel,245,True,172335,True,5,Polska,96000,Automatyczna,None,2010
True,Seat,1197,Szary,Benzyna,105,True,186000,True,5,None,19750,Manualna,None,2011
True,Opel,1490,Granatowy,Benzyna,165,True,198000,True,5,Polska,68900,Manualna,None,2017
True,Cupra,1984,Inny kolor,Benzyna,190,True,36000,True,5,Polska,169900,Automatyczna,None,2021
True,Dacia,999,Pomarańczowy,Benzyna,91,True,27500,None,5,None,47999,Manualna,None,2021
True,Toyota,998,Czarny,Benzyna,69,True,209400,True,5,Niemcy,14900,Manualna,None,2009
True,BMW,2993,Granatowy,Diesel,400,True,251000,None,4,Polska,169000,Automatyczna,None,2017
None,Mercedes-Benz,3996,Srebrny,Diesel,250,True,237000,None,5,None,25900,Automatyczna,None,2002
None,Audi,1984,Złoty,Benzyna,211,True,240000,None,5,Niemcy,19900,Manualna,None,2008
None,Mercedes-Benz,2148,Czarny,Diesel,136,True,156000,None,4,None,31600,Manualna,None,2009
None,Skoda,1498,Szary,Benzyna,150,True,51800,None,5,Niemcy,44900,Manualna,None,2020
None,Opel,1598,Żółty,Benzyna,200,True,140000,None,3,None,52000,Manualna,None,2014
None,Volkswagen,1984,Srebrny,Benzyna,300,True,30000,None,5,Wielka Brytania,89900,Automatyczna,None,2020
None,Mitsubishi,1998,Biały,Hybryda,121,True,249000,None,5,None,73000,Automatyczna,None,2018
True,Opel,1364,Brązowy,Benzyna,140,True,129200,True,5,Niemcy,43900,Manualna,None,2013
True,Seat,1199,Czarny,Diesel,75,True,245000,True,3,None,13500,Manualna,None,2012
None,Toyota,1798,Szary,Hybryda,98,True,51000,None,4,None,95900,Automatyczna,None,2020
True,Opel,1399,Biały,Benzyna,150,True,18253,True,5,Szwajcaria,64000,Manualna,None,2018
